loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,pymnt_plan,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag,target
8000.0,0.08810000000000001,253.7,RENT,50000.0,Not Verified,n,25.61,0.0,0.0,20.0,0.0,13328.0,34.0,w,4039.64,4039.64,4812.47,4812.47,3960.36,852.11,0.0,0.0,0.0,253.7,0.0,1.0,Individual,0.0,0.0,24592.0,0.0,1.0,0.0,0.0,33.0,11264.0,57.0,0.0,2.0,3805.0,43.0,37800.0,2.0,0.0,3.0,2.0,1294.0,4592.0,60.4,0.0,0.0,190.0,203.0,22.0,22.0,0.0,22.0,9.0,0.0,4.0,12.0,6.0,7.0,4.0,19.0,30.0,12.0,20.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,57525.0,24592.0,11600.0,19725.0,N,N,low_risk
1000.0,0.0756,31.14,MORTGAGE,40000.0,Not Verified,n,14.82,0.0,0.0,7.0,0.0,15252.0,19.0,w,500.3,500.3,591.24,591.24,499.7,91.54,0.0,0.0,0.0,31.14,0.0,1.0,Individual,0.0,0.0,162511.0,0.0,1.0,1.0,1.0,12.0,727.0,73.0,0.0,0.0,5939.0,78.0,19400.0,1.0,0.0,1.0,1.0,23216.0,1898.0,84.3,0.0,0.0,173.0,454.0,38.0,12.0,3.0,39.0,12.0,0.0,2.0,4.0,2.0,4.0,6.0,5.0,10.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,183300.0,15979.0,12100.0,1000.0,N,N,low_risk
10000.0,0.17739999999999997,360.23,MORTGAGE,120000.0,Verified,n,22.63,1.0,1.0,15.0,0.0,14269.0,19.0,w,0.0,0.0,11722.073333334,11722.07,10000.0,1722.07,0.0,0.0,0.0,7409.17,0.0,1.0,Individual,0.0,0.0,162360.0,2.0,3.0,0.0,2.0,18.0,56572.0,91.0,5.0,5.0,3613.0,80.0,16200.0,1.0,0.0,2.0,7.0,10824.0,1931.0,88.1,0.0,0.0,134.0,65.0,2.0,2.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,10.0,15.0,0.0,0.0,0.0,5.0,100.0,80.0,0.0,0.0,241980.0,83396.0,16200.0,68841.0,N,N,low_risk
24000.0,0.20550000000000002,643.23,MORTGAGE,92000.0,Not Verified,n,22.96,0.0,0.0,4.0,0.0,42642.0,12.0,w,22212.41,22212.41,8977.82,8977.82,1787.59,7190.23,0.0,0.0,0.0,643.23,0.0,1.0,Individual,0.0,0.0,195857.0,0.0,1.0,0.0,2.0,14.0,20475.0,71.0,0.0,0.0,41747.0,60.0,48000.0,1.0,0.0,0.0,2.0,48964.0,5358.0,12.8,0.0,0.0,108.0,146.0,62.0,14.0,2.0,70.0,14.0,0.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,229331.0,63117.0,48000.0,28836.0,N,N,low_risk
2400.0,0.11019999999999999,78.6,OWN,72000.0,Not Verified,n,7.17,0.0,3.0,15.0,0.0,6141.0,20.0,w,1300.73,1300.73,1413.33,1413.33,1099.27,314.06,0.0,0.0,0.0,78.6,0.0,1.0,Individual,0.0,0.0,12033.0,4.0,2.0,1.0,1.0,6.0,5892.0,75.0,3.0,5.0,4398.0,36.0,25200.0,2.0,0.0,3.0,6.0,802.0,15954.0,21.8,0.0,0.0,35.0,136.0,4.0,4.0,0.0,4.0,4.0,0.0,7.0,8.0,11.0,12.0,4.0,13.0,16.0,8.0,15.0,0.0,0.0,0.0,4.0,100.0,9.1,0.0,0.0,33030.0,12033.0,20400.0,7830.0,N,N,low_risk
8800.0,0.20550000000000002,235.85,OWN,74000.0,Not Verified,n,12.57,0.0,1.0,8.0,0.0,10253.0,9.0,w,0.0,0.0,10477.48,10477.48,8800.0,1677.48,0.0,0.0,0.0,8139.07,0.0,1.0,Individual,0.0,0.0,35421.0,1.0,2.0,1.0,2.0,10.0,25168.0,87.0,1.0,2.0,2887.0,65.0,25500.0,1.0,0.0,2.0,4.0,4428.0,9030.0,48.4,0.0,0.0,15.0,44.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,6.0,5.0,5.0,2.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,2.0,100.0,20.0,0.0,0.0,54590.0,35421.0,17500.0,29090.0,N,N,low_risk
21000.0,0.0702,648.62,RENT,46500.0,Verified,n,24.93,0.0,0.0,22.0,0.0,20032.0,26.0,w,11884.34,11884.34,11006.06,11006.06,9115.66,1890.4,0.0,0.0,0.0,648.62,0.0,1.0,Individual,0.0,0.0,92008.0,0.0,12.0,0.0,0.0,30.0,71976.0,102.0,0.0,2.0,5436.0,72.0,57600.0,1.0,0.0,1.0,2.0,4182.0,23099.0,46.4,0.0,0.0,113.0,87.0,18.0,18.0,0.0,18.0,2.0,0.0,6.0,7.0,8.0,10.0,13.0,10.0,13.0,7.0,22.0,0.0,0.0,0.0,0.0,100.0,37.5,0.0,0.0,128277.0,92008.0,43100.0,70677.0,N,N,low_risk
1750.0,0.14300000000000002,60.07,RENT,20000.0,Not Verified,n,10.92,0.0,2.0,8.0,1.0,3252.0,14.0,w,912.55,912.55,1137.85,1137.85,837.45,300.4,0.0,0.0,0.0,60.07,0.0,1.0,Individual,0.0,0.0,4925.0,1.0,1.0,1.0,1.0,3.0,1673.0,96.0,1.0,1.0,1500.0,31.0,14000.0,2.0,0.0,2.0,2.0,616.0,7100.0,17.4,0.0,0.0,3.0,221.0,7.0,3.0,0.0,7.0,3.0,0.0,1.0,3.0,4.0,8.0,1.0,7.0,13.0,3.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,0.0,15750.0,4925.0,8600.0,1750.0,N,N,low_risk
12800.0,0.1033,415.01,MORTGAGE,136000.0,Not Verified,n,10.5,0.0,0.0,12.0,0.0,27381.0,23.0,w,7245.3,7245.3,7047.82,7047.82,5554.7,1493.12,0.0,0.0,0.0,415.01,0.0,1.0,Individual,0.0,0.0,591522.0,1.0,4.0,1.0,2.0,12.0,88997.0,61.0,3.0,5.0,6107.0,49.0,68300.0,0.0,0.0,1.0,9.0,49294.0,39811.0,20.1,0.0,0.0,137.0,42.0,6.0,6.0,5.0,11.0,3.0,0.0,4.0,5.0,6.0,8.0,9.0,7.0,9.0,5.0,12.0,0.0,0.0,0.0,5.0,95.7,0.0,0.0,0.0,637330.0,116378.0,49800.0,84680.0,N,N,low_risk
12000.0,0.0819,377.09,MORTGAGE,78000.0,Source Verified,n,28.85,0.0,1.0,33.0,0.0,18754.0,55.0,w,6698.2,6698.2,6405.07,6405.07,5301.8,1103.27,0.0,0.0,0.0,377.09,0.0,1.0,Individual,0.0,2463.0,262533.0,1.0,16.0,1.0,3.0,6.0,84318.0,83.0,3.0,6.0,4610.0,68.0,50600.0,4.0,3.0,5.0,9.0,7956.0,23585.0,40.1,0.0,0.0,150.0,164.0,8.0,6.0,2.0,14.0,4.0,0.0,6.0,9.0,10.0,16.0,22.0,16.0,28.0,9.0,33.0,0.0,0.0,0.0,4.0,98.2,10.0,0.0,0.0,319331.0,103072.0,39400.0,101909.0,N,N,low_risk
25525.0,0.1862,656.81,MORTGAGE,79713.0,Not Verified,n,22.9,1.0,0.0,12.0,0.0,16424.0,15.0,w,20496.95,20496.95,11112.96,11112.96,5028.05,6084.91,0.0,0.0,0.0,656.81,0.0,1.0,Individual,0.0,0.0,170232.0,0.0,6.0,0.0,2.0,19.0,82292.0,87.0,0.0,0.0,7754.0,87.0,18400.0,0.0,0.0,0.0,2.0,14186.0,1676.0,90.7,0.0,0.0,106.0,155.0,29.0,19.0,3.0,29.0,19.0,1.0,4.0,4.0,4.0,4.0,7.0,5.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,80.0,100.0,0.0,0.0,233674.0,98716.0,18100.0,94674.0,N,N,low_risk
5600.0,0.124,187.08,RENT,48000.0,Not Verified,n,21.46,0.0,3.0,11.0,0.0,6356.0,16.0,w,3058.17,3058.17,3363.58,3363.58,2541.83,821.75,0.0,0.0,0.0,187.08,0.0,1.0,Individual,0.0,0.0,74641.0,2.0,3.0,0.0,1.0,19.0,67377.0,97.0,3.0,5.0,2697.0,88.0,9300.0,3.0,0.0,5.0,7.0,6786.0,2346.0,72.4,0.0,0.0,268.0,102.0,1.0,1.0,0.0,1.0,5.0,2.0,5.0,6.0,6.0,8.0,6.0,7.0,9.0,6.0,11.0,0.0,0.0,0.0,3.0,87.5,50.0,0.0,0.0,75135.0,74641.0,8500.0,64596.0,N,N,low_risk
20000.0,0.17739999999999997,720.45,MORTGAGE,75000.0,Source Verified,n,21.94,0.0,0.0,6.0,0.0,11706.0,7.0,w,10836.78,10836.78,13668.84,13668.84,9163.22,4505.62,0.0,0.0,0.0,720.45,0.0,1.0,Individual,0.0,0.0,56428.0,1.0,2.0,0.0,2.0,14.0,44722.0,87.0,1.0,1.0,8966.0,75.0,18400.0,3.0,0.0,1.0,3.0,9405.0,6694.0,63.6,0.0,0.0,197.0,53.0,2.0,2.0,0.0,2.0,10.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,76495.0,56428.0,18400.0,58095.0,N,N,low_risk
1000.0,0.17739999999999997,36.03,MORTGAGE,31000.0,Not Verified,n,17.54,0.0,0.0,9.0,0.0,6185.0,9.0,w,565.49,565.49,646.57,646.57,434.51,212.06,0.0,0.0,0.0,36.03,1.0,1.0,Individual,0.0,385.0,25732.0,0.0,5.0,0.0,0.0,53.0,19547.0,90.0,1.0,1.0,1365.0,78.0,11200.0,0.0,0.0,1.0,1.0,2859.0,293.0,88.7,0.0,0.0,70.0,50.0,7.0,7.0,0.0,7.0,7.0,0.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,9.0,0.0,0.0,0.0,1.0,88.9,100.0,0.0,0.0,33033.0,25732.0,2600.0,21833.0,N,N,low_risk
15000.0,0.17739999999999997,378.79,RENT,92000.0,Source Verified,n,32.01,0.0,0.0,13.0,0.0,13936.0,15.0,w,11789.72,11789.72,6788.65,6788.65,3210.28,3578.37,0.0,0.0,0.0,378.79,0.0,1.0,Individual,0.0,0.0,77436.0,0.0,5.0,1.0,2.0,10.0,63500.0,57.0,0.0,1.0,7311.0,47.0,43300.0,1.0,0.0,1.0,3.0,5957.0,20797.0,39.0,0.0,0.0,102.0,108.0,13.0,10.0,0.0,26.0,10.0,0.0,4.0,5.0,6.0,7.0,6.0,8.0,9.0,5.0,13.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,136850.0,77436.0,34100.0,93550.0,N,N,low_risk
20000.0,0.0756,622.68,OWN,114000.0,Source Verified,n,14.61,0.0,0.0,9.0,0.0,35159.0,25.0,w,0.0,0.0,21325.19,21325.19,20000.0,1325.19,0.0,0.0,0.0,14492.51,0.0,1.0,Individual,0.0,0.0,587629.0,4.0,1.0,1.0,1.0,6.0,28786.0,93.0,2.0,2.0,19005.0,43.0,119500.0,2.0,0.0,4.0,6.0,65292.0,84341.0,29.4,0.0,0.0,111.0,176.0,3.0,3.0,4.0,3.0,6.0,0.0,5.0,5.0,7.0,8.0,9.0,7.0,12.0,5.0,9.0,0.0,0.0,0.0,5.0,100.0,28.6,0.0,0.0,675825.0,63945.0,119500.0,30911.0,N,N,low_risk
20200.0,0.08810000000000001,640.57,RENT,83000.0,Source Verified,n,20.37,0.0,1.0,10.0,0.0,22480.0,20.0,w,10208.05,10208.05,12160.94,12160.94,9991.95,2168.99,0.0,0.0,0.0,640.57,0.0,1.0,Individual,0.0,0.0,34386.0,1.0,1.0,0.0,1.0,13.0,11906.0,36.0,1.0,2.0,9191.0,56.0,29200.0,1.0,0.0,2.0,3.0,3439.0,1017.0,94.6,0.0,0.0,221.0,230.0,1.0,1.0,0.0,19.0,1.0,0.0,3.0,6.0,3.0,4.0,8.0,8.0,12.0,6.0,10.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,61990.0,34386.0,19000.0,32790.0,N,N,low_risk
10525.0,0.0756,327.69,MORTGAGE,60000.0,Source Verified,n,13.32,0.0,1.0,10.0,0.0,4685.0,17.0,w,5850.33,5850.33,5566.31,5566.31,4674.67,891.64,0.0,0.0,0.0,327.69,0.0,1.0,Individual,0.0,0.0,90550.0,1.0,1.0,0.0,1.0,19.0,9982.0,56.0,1.0,2.0,4685.0,28.0,35400.0,1.0,0.0,1.0,3.0,9055.0,26815.0,14.9,0.0,0.0,125.0,132.0,5.0,5.0,1.0,5.0,5.0,0.0,1.0,1.0,6.0,7.0,3.0,8.0,13.0,1.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,133300.0,14667.0,31500.0,18000.0,N,N,low_risk
5125.0,0.1033,109.73,MORTGAGE,96896.0,Source Verified,n,9.15,0.0,0.0,6.0,0.0,34.0,7.0,w,3776.9,3776.9,2081.93,2081.93,1348.1,733.83,0.0,0.0,0.0,109.73,0.0,1.0,Individual,0.0,0.0,150189.0,0.0,2.0,0.0,1.0,15.0,20940.0,58.0,0.0,1.0,34.0,37.0,20000.0,0.0,2.0,0.0,2.0,25032.0,14966.0,0.2,0.0,0.0,68.0,45.0,16.0,15.0,1.0,16.0,16.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,198232.0,20974.0,15000.0,36195.0,N,N,low_risk
40000.0,0.1033,856.4,MORTGAGE,210000.0,Not Verified,n,20.5,4.0,1.0,10.0,0.0,62109.0,24.0,w,29529.57,29529.57,16248.64,16248.64,10470.43,5778.21,0.0,0.0,0.0,856.4,0.0,1.0,Individual,0.0,0.0,402440.0,1.0,4.0,2.0,3.0,4.0,55349.0,73.0,0.0,0.0,17398.0,85.0,68800.0,1.0,0.0,1.0,3.0,40244.0,6389.0,90.3,0.0,0.0,99.0,303.0,72.0,4.0,3.0,72.0,4.0,0.0,4.0,5.0,4.0,7.0,10.0,5.0,11.0,5.0,10.0,0.0,0.0,0.0,2.0,83.3,75.0,0.0,0.0,492395.0,117458.0,65800.0,81195.0,N,N,low_risk
16000.0,0.17739999999999997,404.04,RENT,52000.0,Not Verified,n,17.89,0.0,0.0,20.0,0.0,14634.0,22.0,w,10509.43,10509.43,9220.99,9220.99,5490.57,3730.42,0.0,0.0,0.0,404.04,0.0,1.0,Individual,0.0,0.0,16967.0,0.0,1.0,1.0,1.0,9.0,2333.0,78.0,1.0,5.0,1172.0,54.0,28500.0,3.0,0.0,2.0,6.0,848.0,7999.0,42.9,0.0,0.0,9.0,62.0,12.0,9.0,0.0,22.0,9.0,0.0,10.0,18.0,10.0,12.0,1.0,19.0,21.0,18.0,20.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,31500.0,16967.0,14000.0,3000.0,N,N,low_risk
3000.0,0.16949999999999998,106.89,RENT,30000.0,Source Verified,n,15.0,0.0,2.0,11.0,1.0,3929.0,24.0,w,1770.11,1770.11,1814.31,1814.31,1229.89,584.42,0.0,0.0,0.0,106.89,0.0,1.0,Individual,0.0,0.0,8441.0,4.0,1.0,2.0,3.0,4.0,4512.0,94.0,5.0,10.0,1667.0,45.0,14000.0,0.0,3.0,4.0,13.0,767.0,7403.0,23.7,0.0,0.0,14.0,215.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,6.0,11.0,3.0,10.0,21.0,6.0,11.0,0.0,0.0,0.0,7.0,100.0,0.0,1.0,0.0,18814.0,8441.0,9700.0,4814.0,N,N,low_risk
26575.0,0.1033,861.63,RENT,175000.0,Source Verified,n,27.98,0.0,1.0,15.0,0.0,66163.0,27.0,w,0.0,0.0,28848.64,28848.64,26575.0,2273.64,0.0,0.0,0.0,21109.22,0.0,1.0,Individual,0.0,0.0,209208.0,1.0,5.0,1.0,2.0,11.0,35148.0,35.0,1.0,1.0,14491.0,57.0,78100.0,2.0,0.0,1.0,3.0,13947.0,9679.0,87.0,0.0,0.0,169.0,182.0,4.0,4.0,3.0,4.0,1.0,0.0,8.0,9.0,8.0,9.0,13.0,9.0,11.0,9.0,15.0,0.0,0.0,0.0,2.0,96.3,87.5,0.0,0.0,303482.0,101311.0,74400.0,101078.0,N,N,low_risk
3175.0,0.11710000000000001,105.02,MORTGAGE,27000.0,Not Verified,n,71.02,0.0,0.0,10.0,0.0,9246.0,15.0,w,1228.46,1228.46,2393.31,2393.31,1946.54,446.77,0.0,0.0,0.0,105.02,0.0,1.0,Joint App,0.0,0.0,143897.0,0.0,5.0,4.0,5.0,8.0,50227.0,65.0,0.0,1.0,6056.0,63.0,16800.0,2.0,0.0,3.0,6.0,14390.0,6554.0,58.5,0.0,0.0,148.0,85.0,14.0,8.0,1.0,14.0,10.0,0.0,3.0,3.0,3.0,3.0,8.0,4.0,6.0,3.0,10.0,0.0,0.0,0.0,4.0,100.0,33.3,0.0,0.0,218657.0,59473.0,15800.0,77057.0,N,N,low_risk
14000.0,0.08810000000000001,289.33,MORTGAGE,64075.0,Source Verified,n,23.6,1.0,1.0,12.0,0.0,12886.0,22.0,w,10424.18,10424.18,5201.09,5201.09,3575.82,1625.27,0.0,0.0,0.0,289.33,0.0,1.0,Individual,0.0,0.0,284862.0,0.0,3.0,0.0,1.0,15.0,106063.0,77.0,0.0,2.0,4026.0,43.0,58100.0,1.0,0.0,1.0,3.0,23739.0,45214.0,22.2,0.0,0.0,117.0,86.0,18.0,15.0,2.0,18.0,0.0,0.0,4.0,4.0,8.0,10.0,9.0,8.0,11.0,4.0,12.0,0.0,0.0,0.0,0.0,95.5,0.0,0.0,0.0,345230.0,118949.0,58100.0,108630.0,N,N,low_risk
17000.0,0.2305,479.73,RENT,220000.0,Source Verified,n,4.9,0.0,0.0,10.0,0.0,6377.0,10.0,w,0.0,0.0,21698.66,21698.66,17000.0,4698.66,0.0,0.0,0.0,15004.21,0.0,1.0,Individual,0.0,0.0,30974.0,2.0,2.0,0.0,2.0,13.0,24597.0,76.0,2.0,6.0,1499.0,57.0,22000.0,1.0,0.0,0.0,8.0,3097.0,15623.0,29.0,0.0,0.0,22.0,100.0,2.0,2.0,0.0,2.0,13.0,0.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,10.0,0.0,0.0,0.0,2.0,100.0,62.5,0.0,0.0,54423.0,30974.0,22000.0,32423.0,N,N,low_risk
7200.0,0.2305,278.9,RENT,48000.0,Source Verified,n,28.43,0.0,1.0,8.0,0.0,13419.0,12.0,w,3894.32,3894.32,5276.05,5276.05,3305.68,1970.37,0.0,0.0,0.0,278.9,0.0,1.0,Individual,0.0,0.0,39869.0,2.0,2.0,0.0,1.0,24.0,26450.0,58.0,2.0,3.0,6644.0,53.0,29000.0,1.0,1.0,1.0,4.0,4984.0,12481.0,51.8,0.0,0.0,74.0,74.0,2.0,2.0,0.0,2.0,6.0,0.0,4.0,4.0,5.0,6.0,3.0,6.0,9.0,4.0,8.0,0.0,0.0,0.0,2.0,100.0,60.0,0.0,0.0,74913.0,39869.0,25900.0,45913.0,N,N,low_risk
4250.0,0.17739999999999997,153.1,MORTGAGE,46000.0,Source Verified,n,27.26,0.0,2.0,12.0,0.0,4244.0,19.0,w,0.0,0.0,5013.97,5013.97,4250.0,763.97,0.0,0.0,0.0,2982.26,0.0,1.0,Individual,0.0,0.0,49529.0,2.0,6.0,2.0,3.0,2.0,45285.0,68.0,0.0,0.0,2218.0,67.0,7000.0,3.0,0.0,2.0,3.0,4127.0,2676.0,58.8,0.0,0.0,174.0,68.0,43.0,2.0,0.0,44.0,2.0,1.0,5.0,6.0,5.0,5.0,12.0,6.0,7.0,6.0,12.0,0.0,0.0,0.0,2.0,94.7,60.0,0.0,0.0,73707.0,49529.0,6500.0,66707.0,N,N,low_risk
8000.0,0.0702,247.09,MORTGAGE,48000.0,Source Verified,n,22.0,0.0,0.0,7.0,0.0,9719.0,11.0,w,4437.14,4437.14,4197.41,4197.41,3562.86,634.55,0.0,0.0,0.0,247.09,0.0,1.0,Individual,0.0,270.0,242619.0,1.0,2.0,0.0,1.0,17.0,20813.0,63.0,1.0,1.0,7242.0,60.0,18200.0,0.0,2.0,2.0,3.0,34660.0,2240.0,76.4,0.0,0.0,100.0,65.0,8.0,3.0,1.0,27.0,4.0,0.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,263287.0,30532.0,9500.0,33000.0,N,N,low_risk
4800.0,0.16949999999999998,171.02,RENT,32400.0,Not Verified,n,13.93,0.0,0.0,6.0,0.0,4228.0,8.0,f,1326.96,1326.96,4219.32,4219.32,3473.04,746.28,0.0,0.0,0.0,171.02,0.0,1.0,Individual,0.0,0.0,8531.0,0.0,1.0,1.0,1.0,9.0,4303.0,86.0,0.0,0.0,1385.0,55.0,10600.0,1.0,0.0,1.0,1.0,1422.0,542.0,83.6,0.0,0.0,26.0,64.0,40.0,9.0,0.0,51.0,9.0,0.0,2.0,5.0,2.0,2.0,2.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,15600.0,8531.0,3300.0,5000.0,N,N,low_risk
14000.0,0.1308,472.26,MORTGAGE,76000.0,Not Verified,n,15.46,0.0,0.0,11.0,0.0,12704.0,16.0,w,0.0,0.0,16116.16,16116.16,14000.0,2116.16,0.0,0.0,0.0,9042.43,0.0,1.0,Individual,0.0,319.0,287161.0,0.0,2.0,1.0,1.0,7.0,28619.0,98.0,0.0,3.0,4676.0,85.0,19600.0,2.0,1.0,1.0,4.0,26106.0,3294.0,79.3,0.0,0.0,153.0,212.0,15.0,7.0,3.0,15.0,7.0,1.0,5.0,6.0,5.0,5.0,5.0,8.0,8.0,6.0,11.0,0.0,0.0,0.0,1.0,87.5,80.0,0.0,0.0,480700.0,41323.0,15900.0,29105.0,N,N,low_risk
16000.0,0.0702,494.18,MORTGAGE,104000.0,Not Verified,n,13.77,0.0,3.0,16.0,0.0,32029.0,23.0,w,8907.04,8907.04,8388.58,8388.58,7092.96,1295.62,0.0,0.0,0.0,494.18,0.0,1.0,Individual,0.0,0.0,655163.0,1.0,3.0,1.0,1.0,8.0,78612.0,62.0,2.0,6.0,6590.0,42.0,94500.0,0.0,0.0,5.0,8.0,40948.0,52804.0,35.8,0.0,0.0,176.0,174.0,2.0,2.0,2.0,7.0,2.0,0.0,7.0,9.0,9.0,10.0,7.0,12.0,13.0,9.0,16.0,0.0,0.0,0.0,4.0,100.0,22.2,0.0,0.0,737970.0,110641.0,82200.0,94470.0,N,N,low_risk
11000.0,0.11710000000000001,363.84,MORTGAGE,81000.0,Source Verified,n,12.61,0.0,0.0,8.0,0.0,9665.0,13.0,w,0.0,0.0,12307.561666668,12307.56,11000.0,1307.56,0.0,0.0,0.0,7591.95,0.0,1.0,Individual,0.0,0.0,178241.0,0.0,1.0,0.0,1.0,22.0,22797.0,78.0,2.0,4.0,4064.0,74.0,14500.0,1.0,0.0,4.0,7.0,22280.0,668.0,92.0,0.0,0.0,90.0,102.0,9.0,9.0,2.0,9.0,12.0,0.0,4.0,6.0,4.0,5.0,4.0,6.0,7.0,6.0,8.0,0.0,0.0,0.0,4.0,100.0,75.0,0.0,0.0,191013.0,32462.0,8300.0,29230.0,N,N,low_risk
13825.0,0.124,310.34,MORTGAGE,68631.0,Source Verified,n,14.23,0.0,0.0,9.0,0.0,17996.0,28.0,w,0.0,0.0,16125.32,16125.32,13825.0,2300.32,0.0,0.0,0.0,10873.35,0.0,1.0,Individual,0.0,0.0,111172.0,0.0,1.0,1.0,6.0,7.0,9390.0,88.0,1.0,1.0,8559.0,70.0,28200.0,3.0,3.0,2.0,7.0,12352.0,7739.0,66.4,0.0,0.0,117.0,305.0,11.0,7.0,3.0,11.0,7.0,0.0,3.0,4.0,4.0,4.0,18.0,6.0,7.0,4.0,9.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,146150.0,27386.0,23000.0,10700.0,N,N,low_risk
10075.0,0.17739999999999997,362.93,MORTGAGE,90000.0,Not Verified,n,20.96,0.0,0.0,15.0,1.0,10097.0,40.0,w,6575.4,6575.4,5796.95,5796.95,3499.6,2297.35,0.0,0.0,0.0,362.93,0.0,1.0,Individual,0.0,0.0,463386.0,1.0,8.0,0.0,4.0,16.0,125596.0,97.0,1.0,2.0,3003.0,95.0,11500.0,6.0,0.0,2.0,9.0,30892.0,288.0,96.2,0.0,0.0,151.0,98.0,12.0,3.0,3.0,12.0,4.0,1.0,4.0,6.0,4.0,5.0,29.0,6.0,8.0,6.0,15.0,0.0,0.0,0.0,2.0,89.7,100.0,1.0,0.0,477075.0,135693.0,7500.0,137857.0,N,N,low_risk
17000.0,0.14300000000000002,583.5,MORTGAGE,112000.0,Source Verified,n,22.85,0.0,2.0,19.0,1.0,11955.0,61.0,w,201.58,201.58,19308.99,19308.99,16798.42,2510.57,0.0,0.0,0.0,583.5,0.0,1.0,Individual,0.0,0.0,452701.0,3.0,3.0,3.0,3.0,2.0,80981.0,97.0,3.0,10.0,2470.0,66.0,34100.0,0.0,23.0,6.0,15.0,23826.0,5118.0,53.3,0.0,0.0,104.0,175.0,9.0,2.0,6.0,9.0,6.0,0.0,4.0,9.0,7.0,13.0,23.0,14.0,32.0,9.0,19.0,0.0,0.0,0.0,8.0,98.0,14.3,1.0,0.0,482575.0,92936.0,10200.0,87477.0,N,N,low_risk
8500.0,0.1612,299.34,MORTGAGE,130000.0,Source Verified,n,24.83,0.0,0.0,17.0,0.0,33241.0,34.0,w,0.0,0.0,9626.933333333,9626.93,8500.0,1126.93,0.0,0.0,0.0,1093.78,0.0,1.0,Individual,0.0,0.0,283801.0,0.0,3.0,1.0,3.0,12.0,26756.0,63.0,1.0,4.0,7969.0,65.0,52200.0,1.0,0.0,1.0,9.0,16694.0,10546.0,74.0,0.0,0.0,71.0,535.0,10.0,10.0,1.0,19.0,9.0,0.0,8.0,10.0,8.0,11.0,16.0,12.0,16.0,10.0,17.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,322416.0,64047.0,40600.0,42215.0,N,N,low_risk
